SYMBOL,LDCP,OPEN,HIGH,LOW,CURRENT,CHANGE,CHANGE (%),VOLUME,sector,index
BAPL,44.37,44.35,45.35,42.11,42.53,-1.84,-4.15%,"186,660",['CHEMICAL'],['ALLSHR']
DBCINC,7.05,7.28,7.28,7.00,7.03,-0.02,-0.28%,"185,349",['CEMENT'],['ALLSHR']
FEM,16.78,16.99,17.00,15.10,15.88,-0.90,-5.36%,"183,083","['TEXTILE SPINNING', 'LEATHER & TANNERIES', 'FERTILIZER', 'OIL & GAS MARKETING COMPANIES', 'PHARMACEUTICALS', 'PROPERTY', 'TEXTILE WEAVING', 'TEXTILE COMPOSITE', 'MISCELLANEOUS', 'COMMERCIAL BANKS', 'TRANSPORT', 'EXCHANGE TRADED FUNDS', 'CABLE & ELECTRICAL GOODS', 'INV. BANKS / INV. COS. / SECURITIES COS.', 'AUTOMOBILE PARTS & ACCESSORIES', 'MODARABAS', 'CHEMICAL', 'CEMENT', 'FOOD & PERSONAL CARE PRODUCTS', 'GLASS & CERAMICS', 'ENGINEERING', 'REFINERY', 'AUTOMOBILE ASSEMBLER', 'SUGAR & ALLIED INDUSTRIES', 'SYNTHETIC & RAYON', 'LEASING COMPANIES', 'TOBACCO', 'INSURANCE', 'OIL & GAS EXPLORATION COMPANIES', 'TECHNOLOGY & COMMUNICATION', 'PAPER, BOARD & PACKAGING', 'REAL ESTATE INVESTMENT TRUST', 'POWER GENERATION & DISTRIBUTION', 'CLOSE - END MUTUAL FUND', 'VANASPATI & ALLIED INDUSTRIES', 'JUTE', 'WOOLLEN']","['KMI30', 'NBPPGI', 'KSE30', 'PSXDIV20', 'NITPGI', 'MZNPI', 'ALLSHR', 'MII30', 'ACI', 'KSE100', 'JSGBKTI', 'KSE100PR', 'OGTI', 'KMIALLSHR', 'UPP9', 'BKTI', 'JSMFI', 'HBLTTI']"
FANM,8.62,8.84,8.86,8.12,8.40,-0.22,-2.55%,"181,431",['MODARABAS'],"['ALLSHR', 'KMIALLSHR']"
TGL,201.58,203.48,206.24,200.12,203.17,1.59,0.79%,"177,090",['GLASS & CERAMICS'],"['KSE100', 'KMIALLSHR', 'ALLSHR', 'KSE100PR']"
GATM,27.50,28.10,28.10,27.30,27.61,0.11,0.40%,"176,010",['TEXTILE COMPOSITE'],"['ALLSHR', 'KMIALLSHR', 'ACI']"
HWQSNC,23.15,23.25,23.90,22.80,23.32,0.17,0.73%,"175,983",['SUGAR & ALLIED INDUSTRIES'],['ALLSHR']
ALTN,10.87,10.98,10.98,10.82,10.88,0.01,0.09%,"174,116",['POWER GENERATION & DISTRIBUTION'],['ALLSHR']
DHPL,55.23,56.00,56.00,55.10,55.52,0.29,0.53%,"172,109",['INV. BANKS / INV. COS. / SECURITIES COS.'],"['KSE100', 'ALLSHR', 'KSE100PR']"
NETSOL,128.99,129.99,130.94,128.50,129.68,0.69,0.53%,"171,162",['TECHNOLOGY & COMMUNICATION'],"['ALLSHR', 'KMIALLSHR']"
POL,615.08,623.00,623.00,615.00,616.00,0.92,0.15%,"171,014",['OIL & GAS EXPLORATION COMPANIES'],"['KSE30', 'ALLSHR', 'KSE100', 'KSE100PR', 'PSXDIV20']"
DOL,34.46,35.00,35.00,34.00,34.20,-0.26,-0.75%,"168,359",['CHEMICAL'],"['ALLSHR', 'KMIALLSHR']"
AGL,69.82,70.32,70.44,68.50,69.31,-0.51,-0.73%,"167,852",['FERTILIZER'],['ALLSHR']
FFLM,9.73,9.73,10.40,9.54,10.04,0.31,3.19%,"158,149",['MODARABAS'],"['ALLSHR', 'KMIALLSHR']"
SHFA,511.00,512.00,533.30,512.00,527.91,16.91,3.31%,"156,755",['MISCELLANEOUS'],"['KSE100', 'KMIALLSHR', 'ALLSHR', 'KSE100PR']"
RPL,17.23,17.65,17.68,17.30,17.41,0.18,1.05%,"151,829","['PAPER, BOARD & PACKAGING']","['ALLSHR', 'KMIALLSHR']"
KOHE,18.01,17.73,18.41,17.00,17.76,-0.25,-1.39%,"147,511",['POWER GENERATION & DISTRIBUTION'],"['ALLSHR', 'KMIALLSHR']"
BNWM,77.95,80.90,80.90,70.60,72.52,-5.43,-6.97%,"142,626","['TEXTILE SPINNING', 'LEATHER & TANNERIES', 'FERTILIZER', 'OIL & GAS MARKETING COMPANIES', 'PHARMACEUTICALS', 'PROPERTY', 'TEXTILE WEAVING', 'TEXTILE COMPOSITE', 'MISCELLANEOUS', 'COMMERCIAL BANKS', 'TRANSPORT', 'EXCHANGE TRADED FUNDS', 'CABLE & ELECTRICAL GOODS', 'INV. BANKS / INV. COS. / SECURITIES COS.', 'AUTOMOBILE PARTS & ACCESSORIES', 'MODARABAS', 'CHEMICAL', 'CEMENT', 'FOOD & PERSONAL CARE PRODUCTS', 'GLASS & CERAMICS', 'ENGINEERING', 'REFINERY', 'AUTOMOBILE ASSEMBLER', 'SUGAR & ALLIED INDUSTRIES', 'SYNTHETIC & RAYON', 'LEASING COMPANIES', 'TOBACCO', 'INSURANCE', 'OIL & GAS EXPLORATION COMPANIES', 'TECHNOLOGY & COMMUNICATION', 'PAPER, BOARD & PACKAGING', 'REAL ESTATE INVESTMENT TRUST', 'POWER GENERATION & DISTRIBUTION', 'CLOSE - END MUTUAL FUND', 'VANASPATI & ALLIED INDUSTRIES', 'JUTE', 'WOOLLEN']","['KMI30', 'NBPPGI', 'KSE30', 'PSXDIV20', 'NITPGI', 'MZNPI', 'ALLSHR', 'MII30', 'ACI', 'KSE100', 'JSGBKTI', 'KSE100PR', 'OGTI', 'KMIALLSHR', 'UPP9', 'BKTI', 'JSMFI', 'HBLTTI']"
ISL,95.15,96.50,96.50,94.90,95.90,0.75,0.79%,"137,424",['ENGINEERING'],"['ALLSHR', 'ACI', 'KSE100', 'KSE100PR', 'KMIALLSHR']"
PINL,10.51,10.90,11.00,10.30,10.64,0.13,1.24%,"135,537",['INSURANCE'],['ALLSHR']
SINDM,21.85,23.19,24.04,23.00,24.04,2.19,10.02%,"135,431","['TEXTILE SPINNING', 'LEATHER & TANNERIES', 'FERTILIZER', 'OIL & GAS MARKETING COMPANIES', 'PHARMACEUTICALS', 'PROPERTY', 'TEXTILE WEAVING', 'TEXTILE COMPOSITE', 'MISCELLANEOUS', 'COMMERCIAL BANKS', 'TRANSPORT', 'EXCHANGE TRADED FUNDS', 'CABLE & ELECTRICAL GOODS', 'INV. BANKS / INV. COS. / SECURITIES COS.', 'AUTOMOBILE PARTS & ACCESSORIES', 'MODARABAS', 'CHEMICAL', 'CEMENT', 'FOOD & PERSONAL CARE PRODUCTS', 'GLASS & CERAMICS', 'ENGINEERING', 'REFINERY', 'AUTOMOBILE ASSEMBLER', 'SUGAR & ALLIED INDUSTRIES', 'SYNTHETIC & RAYON', 'LEASING COMPANIES', 'TOBACCO', 'INSURANCE', 'OIL & GAS EXPLORATION COMPANIES', 'TECHNOLOGY & COMMUNICATION', 'PAPER, BOARD & PACKAGING', 'REAL ESTATE INVESTMENT TRUST', 'POWER GENERATION & DISTRIBUTION', 'CLOSE - END MUTUAL FUND', 'VANASPATI & ALLIED INDUSTRIES', 'JUTE', 'WOOLLEN']","['KMI30', 'NBPPGI', 'KSE30', 'PSXDIV20', 'NITPGI', 'MZNPI', 'ALLSHR', 'MII30', 'ACI', 'KSE100', 'JSGBKTI', 'KSE100PR', 'OGTI', 'KMIALLSHR', 'UPP9', 'BKTI', 'JSMFI', 'HBLTTI']"
ASTL,22.80,23.00,23.00,22.40,22.46,-0.34,-1.49%,"134,279",['ENGINEERING'],['ALLSHR']
LIVENR,37.65,37.50,38.80,37.50,38.34,0.69,1.83%,"130,975",['PHARMACEUTICALS'],['ALLSHR']
HCAR,280.05,281.50,282.00,279.00,279.34,-0.71,-0.25%,"127,357",['AUTOMOBILE ASSEMBLER'],"['KSE100', 'KMIALLSHR', 'ALLSHR', 'KSE100PR']"
FCELNC,6.16,5.99,6.30,5.61,6.16,0.00,0.00%,"124,329",['INV. BANKS / INV. COS. / SECURITIES COS.'],['ALLSHR']
KSTMNC,14.00,14.50,14.50,13.52,14.15,0.15,1.07%,"120,287",['TEXTILE SPINNING'],['ALLSHR']
WAFI,195.93,197.00,203.50,196.55,202.20,6.27,3.20%,"119,313",['OIL & GAS MARKETING COMPANIES'],"['ALLSHR', 'KMIALLSHR']"
CLOV,39.77,39.98,40.60,38.51,39.35,-0.42,-1.06%,"112,010",['FOOD & PERSONAL CARE PRODUCTS'],"['ALLSHR', 'KMIALLSHR']"
CHBL,11.31,11.20,11.58,11.00,11.25,-0.06,-0.53%,"108,957",['TEXTILE COMPOSITE'],['ALLSHR']
AGSML,9.09,9.24,9.24,9.00,9.00,-0.09,-0.99%,"106,769",['SUGAR & ALLIED INDUSTRIES'],['ALLSHR']
MERIT,13.22,13.14,13.60,13.05,13.10,-0.12,-0.91%,"106,532","['PAPER, BOARD & PACKAGING']","['ALLSHR', 'KMIALLSHR']"
CSIL,4.94,5.00,5.03,4.93,4.94,0.00,0.00%,"104,796",['INSURANCE'],['ALLSHR']
TPLRF1,10.93,11.05,11.22,10.70,10.90,-0.03,-0.27%,"99,945",['REAL ESTATE INVESTMENT TRUST'],"['KSE100', 'KMIALLSHR', 'ALLSHR', 'KSE100PR']"
PNSC,450.53,450.51,455.00,445.00,450.73,0.20,0.04%,"98,547",['TRANSPORT'],['ALLSHR']
IPAKXB,24.80,24.62,25.04,24.60,24.94,0.14,0.57%,"95,248","['PAPER, BOARD & PACKAGING']","['ALLSHR', 'KMIALLSHR']"
TPLT,6.98,7.10,7.10,6.90,6.91,-0.07,-1.00%,"93,828",['TECHNOLOGY & COMMUNICATION'],"['ALLSHR', 'KMIALLSHR']"
SARC,73.63,75.99,80.99,74.00,77.88,4.25,5.77%,"93,277",['CHEMICAL'],"['ALLSHR', 'KMIALLSHR']"
ASCNC,13.80,13.96,14.10,13.80,13.81,0.01,0.07%,"93,145",['FOOD & PERSONAL CARE PRODUCTS'],['ALLSHR']
BGL,12.62,12.70,12.75,12.52,12.55,-0.07,-0.55%,"92,452",['GLASS & CERAMICS'],['ALLSHR']
FHAM,34.92,35.65,35.65,33.15,34.25,-0.67,-1.92%,"92,234",['MODARABAS'],"['KSE100', 'KMIALLSHR', 'ALLSHR', 'KSE100PR']"
CYAN,50.50,50.80,51.00,48.01,49.47,-1.03,-2.04%,"91,838",['INV. BANKS / INV. COS. / SECURITIES COS.'],['ALLSHR']
BFMOD,22.41,24.50,24.65,23.02,24.65,2.24,10.00%,"90,352","['TEXTILE SPINNING', 'LEATHER & TANNERIES', 'FERTILIZER', 'OIL & GAS MARKETING COMPANIES', 'PHARMACEUTICALS', 'PROPERTY', 'TEXTILE WEAVING', 'TEXTILE COMPOSITE', 'MISCELLANEOUS', 'COMMERCIAL BANKS', 'TRANSPORT', 'EXCHANGE TRADED FUNDS', 'CABLE & ELECTRICAL GOODS', 'INV. BANKS / INV. COS. / SECURITIES COS.', 'AUTOMOBILE PARTS & ACCESSORIES', 'MODARABAS', 'CHEMICAL', 'CEMENT', 'FOOD & PERSONAL CARE PRODUCTS', 'GLASS & CERAMICS', 'ENGINEERING', 'REFINERY', 'AUTOMOBILE ASSEMBLER', 'SUGAR & ALLIED INDUSTRIES', 'SYNTHETIC & RAYON', 'LEASING COMPANIES', 'TOBACCO', 'INSURANCE', 'OIL & GAS EXPLORATION COMPANIES', 'TECHNOLOGY & COMMUNICATION', 'PAPER, BOARD & PACKAGING', 'REAL ESTATE INVESTMENT TRUST', 'POWER GENERATION & DISTRIBUTION', 'CLOSE - END MUTUAL FUND', 'VANASPATI & ALLIED INDUSTRIES', 'JUTE', 'WOOLLEN']","['KMI30', 'NBPPGI', 'KSE30', 'PSXDIV20', 'NITPGI', 'MZNPI', 'ALLSHR', 'MII30', 'ACI', 'KSE100', 'JSGBKTI', 'KSE100PR', 'OGTI', 'KMIALLSHR', 'UPP9', 'BKTI', 'JSMFI', 'HBLTTI']"
MIRKS,38.95,39.05,39.44,38.50,39.11,0.16,0.41%,"90,160",['SUGAR & ALLIED INDUSTRIES'],['ALLSHR']
FCEPL,84.84,85.20,85.25,84.20,84.31,-0.53,-0.62%,"89,732",['FOOD & PERSONAL CARE PRODUCTS'],"['ALLSHR', 'KMIALLSHR']"
JSMFETF,12.17,12.18,12.47,12.18,12.30,0.13,1.07%,"86,500",['EXCHANGE TRADED FUNDS'],[]
IDRT,19.71,19.90,21.68,19.90,21.68,1.97,10.00%,"83,206",['TEXTILE SPINNING'],"['ALLSHR', 'KMIALLSHR']"
SAIF,26.94,29.00,29.00,24.41,25.62,-1.32,-4.90%,"82,142",['TEXTILE SPINNING'],"['ALLSHR', 'KMIALLSHR']"
SRVI,"1,735.80","1,835.00","1,909.38","1,700.01","1,780.33",44.53,2.57%,"80,213",['LEATHER & TANNERIES'],"['KSE100', 'ALLSHR', 'KSE100PR']"
PILNC,5.08,5.13,5.34,5.05,5.32,0.24,4.72%,"75,657",['INSURANCE'],['ALLSHR']
CTM,6.19,6.20,6.20,6.12,6.16,-0.03,-0.48%,"74,804",['TEXTILE SPINNING'],['ALLSHR']
FCIBL,14.36,14.74,15.80,14.16,15.78,1.42,9.89%,"71,701",['INV. BANKS / INV. COS. / SECURITIES COS.'],['ALLSHR']
PAKT,"1,543.00","1,549.89","1,549.89","1,492.00","1,499.66",-43.34,-2.81%,"71,236",['TOBACCO'],"['KSE100', 'ALLSHR', 'KSE100PR']"
NCL,43.58,43.78,44.00,43.00,43.87,0.29,0.66%,"69,097",['TEXTILE COMPOSITE'],"['ALLSHR', 'ACI']"
GLAXO,393.01,397.00,398.00,391.00,394.13,1.12,0.29%,"69,064",['PHARMACEUTICALS'],"['KMI30', 'ALLSHR', 'MII30', 'ACI', 'KSE100', 'KSE100PR', 'KMIALLSHR']"
SCBPL,66.82,66.98,67.49,65.00,67.05,0.23,0.34%,"66,395",['COMMERCIAL BANKS'],"['KSE100', 'ALLSHR', 'KSE100PR']"
SSMLNC,33.65,35.50,37.02,35.50,37.02,3.37,10.02%,"64,805","['TEXTILE SPINNING', 'LEATHER & TANNERIES', 'FERTILIZER', 'OIL & GAS MARKETING COMPANIES', 'PHARMACEUTICALS', 'PROPERTY', 'TEXTILE WEAVING', 'TEXTILE COMPOSITE', 'MISCELLANEOUS', 'COMMERCIAL BANKS', 'TRANSPORT', 'EXCHANGE TRADED FUNDS', 'CABLE & ELECTRICAL GOODS', 'INV. BANKS / INV. COS. / SECURITIES COS.', 'AUTOMOBILE PARTS & ACCESSORIES', 'MODARABAS', 'CHEMICAL', 'CEMENT', 'FOOD & PERSONAL CARE PRODUCTS', 'GLASS & CERAMICS', 'ENGINEERING', 'REFINERY', 'AUTOMOBILE ASSEMBLER', 'SUGAR & ALLIED INDUSTRIES', 'SYNTHETIC & RAYON', 'LEASING COMPANIES', 'TOBACCO', 'INSURANCE', 'OIL & GAS EXPLORATION COMPANIES', 'TECHNOLOGY & COMMUNICATION', 'PAPER, BOARD & PACKAGING', 'REAL ESTATE INVESTMENT TRUST', 'POWER GENERATION & DISTRIBUTION', 'CLOSE - END MUTUAL FUND', 'VANASPATI & ALLIED INDUSTRIES', 'JUTE', 'WOOLLEN']","['KMI30', 'NBPPGI', 'KSE30', 'PSXDIV20', 'NITPGI', 'MZNPI', 'ALLSHR', 'MII30', 'ACI', 'KSE100', 'JSGBKTI', 'KSE100PR', 'OGTI', 'KMIALLSHR', 'UPP9', 'BKTI', 'JSMFI', 'HBLTTI']"
JSCL,23.52,24.10,24.10,23.25,23.50,-0.02,-0.08%,"62,323",['INV. BANKS / INV. COS. / SECURITIES COS.'],['ALLSHR']
JSML,53.21,53.45,53.90,52.00,52.07,-1.14,-2.14%,"61,724",['SUGAR & ALLIED INDUSTRIES'],"['ALLSHR', 'KMIALLSHR']"
IMLNC,24.96,24.61,27.45,24.00,25.44,0.48,1.92%,"61,217",['INV. BANKS / INV. COS. / SECURITIES COS.'],['ALLSHR']
ATIL,76.50,78.99,78.99,75.00,75.72,-0.78,-1.02%,"60,892",['INSURANCE'],['ALLSHR']
OCTOPUS,43.42,43.42,43.90,43.25,43.38,-0.04,-0.09%,"60,774",['TECHNOLOGY & COMMUNICATION'],"['ALLSHR', 'KMIALLSHR']"
EMCO,68.25,69.00,69.49,64.00,66.53,-1.72,-2.52%,"60,735",['CABLE & ELECTRICAL GOODS'],"['ALLSHR', 'KMIALLSHR']"
SAZEW,"1,712.30","1,725.30","1,730.00","1,712.00","1,723.79",11.49,0.67%,"60,193",['AUTOMOBILE ASSEMBLER'],"['KMI30', 'KSE30', 'ALLSHR', 'MII30', 'ACI', 'KSE100', 'KSE100PR', 'KMIALLSHR']"
NATF,385.70,385.70,391.00,385.70,389.79,4.09,1.06%,"58,037",['FOOD & PERSONAL CARE PRODUCTS'],"['ALLSHR', 'MII30', 'KSE100', 'KSE100PR', 'PSXDIV20', 'KMIALLSHR']"
MRNS,74.68,76.75,76.75,73.00,73.03,-1.65,-2.21%,"55,866",['SUGAR & ALLIED INDUSTRIES'],['ALLSHR']
RUPL,35.70,35.50,35.50,34.00,34.36,-1.34,-3.75%,"54,601",['SYNTHETIC & RAYON'],"['ALLSHR', 'KMIALLSHR']"
FLYNG,55.07,55.19,55.40,54.50,55.01,-0.06,-0.11%,"51,190",['CEMENT'],"['ALLSHR', 'KMIALLSHR']"
PASMNC,7.09,6.90,7.15,6.90,6.99,-0.10,-1.41%,"50,583",['TEXTILE COMPOSITE'],['ALLSHR']
HGFA,17.17,17.10,17.15,17.00,17.05,-0.12,-0.70%,"50,091",['CLOSE - END MUTUAL FUND'],"['KSE100', 'ALLSHR', 'KSE100PR']"
ASTMNC,20.86,21.99,22.00,18.77,19.44,-1.42,-6.81%,"49,875","['TEXTILE SPINNING', 'LEATHER & TANNERIES', 'FERTILIZER', 'OIL & GAS MARKETING COMPANIES', 'PHARMACEUTICALS', 'PROPERTY', 'TEXTILE WEAVING', 'TEXTILE COMPOSITE', 'MISCELLANEOUS', 'COMMERCIAL BANKS', 'TRANSPORT', 'EXCHANGE TRADED FUNDS', 'CABLE & ELECTRICAL GOODS', 'INV. BANKS / INV. COS. / SECURITIES COS.', 'AUTOMOBILE PARTS & ACCESSORIES', 'MODARABAS', 'CHEMICAL', 'CEMENT', 'FOOD & PERSONAL CARE PRODUCTS', 'GLASS & CERAMICS', 'ENGINEERING', 'REFINERY', 'AUTOMOBILE ASSEMBLER', 'SUGAR & ALLIED INDUSTRIES', 'SYNTHETIC & RAYON', 'LEASING COMPANIES', 'TOBACCO', 'INSURANCE', 'OIL & GAS EXPLORATION COMPANIES', 'TECHNOLOGY & COMMUNICATION', 'PAPER, BOARD & PACKAGING', 'REAL ESTATE INVESTMENT TRUST', 'POWER GENERATION & DISTRIBUTION', 'CLOSE - END MUTUAL FUND', 'VANASPATI & ALLIED INDUSTRIES', 'JUTE', 'WOOLLEN']","['KMI30', 'NBPPGI', 'KSE30', 'PSXDIV20', 'NITPGI', 'MZNPI', 'ALLSHR', 'MII30', 'ACI', 'KSE100', 'JSGBKTI', 'KSE100PR', 'OGTI', 'KMIALLSHR', 'UPP9', 'BKTI', 'JSMFI', 'HBLTTI']"
AGTL,406.10,407.99,423.00,405.00,412.87,6.77,1.67%,"48,580",['AUTOMOBILE ASSEMBLER'],"['ALLSHR', 'KMIALLSHR']"
SHDT,54.27,54.27,55.97,54.27,54.78,0.51,0.94%,"46,465",['TEXTILE SPINNING'],"['ALLSHR', 'KMIALLSHR']"
UVIC,23.55,23.51,25.39,22.02,24.87,1.32,5.61%,"46,275",['INSURANCE'],['ALLSHR']
JVDC,75.92,76.80,77.00,75.50,76.01,0.09,0.12%,"45,826",['PROPERTY'],"['ALLSHR', 'KSE100', 'KSE100PR', 'PSXDIV20', 'KMIALLSHR']"
NICL,235.00,236.01,238.90,215.00,233.50,-1.50,-0.64%,"45,411",['CHEMICAL'],['ALLSHR']
SMCPL,39.14,39.70,40.47,39.02,40.25,1.11,2.84%,"45,198",['CEMENT'],"['ALLSHR', 'KMIALLSHR']"
REDCO,22.75,22.70,23.75,22.40,23.36,0.61,2.68%,"43,622",['TEXTILE COMPOSITE'],"['ALLSHR', 'KMIALLSHR']"
DFSMNC,5.17,5.28,5.39,5.17,5.20,0.03,0.58%,"43,268",['TEXTILE SPINNING'],['ALLSHR']
CSAP,96.65,97.50,97.85,96.85,96.99,0.34,0.35%,"42,733",['ENGINEERING'],"['ALLSHR', 'KMIALLSHR', 'ACI']"
BWCL,548.61,549.00,554.89,545.50,551.53,2.92,0.53%,"41,959",['CEMENT'],"['KSE100', 'ALLSHR', 'KSE100PR']"
BOK,31.95,32.63,32.63,31.60,32.59,0.64,2.00%,"40,813",['COMMERCIAL BANKS'],['ALLSHR']
PABC,128.06,133.50,133.50,125.02,129.58,1.52,1.19%,"40,500",['MISCELLANEOUS'],"['KSE100', 'ALLSHR', 'KSE100PR']"
HIFA,6.31,6.39,6.69,6.26,6.28,-0.03,-0.47%,"39,882",['CLOSE - END MUTUAL FUND'],['ALLSHR']
PICT,41.52,41.55,41.99,41.10,41.32,-0.20,-0.48%,"38,855",['TRANSPORT'],['ALLSHR']
ABL,179.99,180.00,182.98,178.50,178.89,-1.10,-0.61%,"38,087",['COMMERCIAL BANKS'],"['KSE100', 'ALLSHR', 'KSE100PR']"
GTYR,36.70,36.98,37.49,36.55,37.16,0.46,1.25%,"37,361",['AUTOMOBILE PARTS & ACCESSORIES'],"['ALLSHR', 'KMIALLSHR']"
ANSM,15.34,15.10,15.45,15.00,15.00,-0.34,-2.22%,"37,005",['SUGAR & ALLIED INDUSTRIES'],['ALLSHR']
APL,547.33,547.51,551.50,541.10,547.77,0.44,0.08%,"36,989",['OIL & GAS MARKETING COMPANIES'],"['KSE100', 'KMIALLSHR', 'ALLSHR', 'KSE100PR']"
BWHL,185.63,185.63,187.97,180.25,183.53,-2.10,-1.13%,"35,329",['AUTOMOBILE PARTS & ACCESSORIES'],"['ALLSHR', 'KMIALLSHR']"
DWSMNC,7.38,7.28,7.44,7.25,7.35,-0.03,-0.41%,"35,232",['SUGAR & ALLIED INDUSTRIES'],['ALLSHR']
ECOP,57.53,57.90,58.49,57.90,57.97,0.44,0.77%,"34,593",['MISCELLANEOUS'],"['ALLSHR', 'KMIALLSHR']"
MTL,506.58,508.00,511.50,506.58,507.96,1.38,0.27%,"34,397",['AUTOMOBILE ASSEMBLER'],"['KMI30', 'ALLSHR', 'MII30', 'ACI', 'KSE100', 'KSE100PR', 'PSXDIV20', 'KMIALLSHR']"
CLCPS,3.43,3.49,3.49,3.02,3.35,-0.08,-2.33%,"32,133",['TEXTILE COMPOSITE'],['ALLSHR']
TCORPCPS,11.63,12.74,12.79,10.47,11.81,0.18,1.55%,"31,466",['SUGAR & ALLIED INDUSTRIES'],['ALLSHR']
GRR,20.19,20.40,20.40,20.15,20.33,0.14,0.69%,"30,394",['REAL ESTATE INVESTMENT TRUST'],['ALLSHR']
CJPLWU,20.76,20.54,21.48,19.85,20.58,-0.18,-0.87%,"28,730",['JUTE'],['ALLSHR']
GAMONNC,23.26,23.50,23.80,22.03,23.07,-0.19,-0.82%,"28,622",['MISCELLANEOUS'],['ALLSHR']
GUSMWU,10.00,9.75,10.39,9.75,10.01,0.01,0.10%,"28,397",['TEXTILE SPINNING'],['ALLSHR']
HALEON,834.07,836.00,844.00,825.01,833.99,-0.08,-0.01%,"26,230",['PHARMACEUTICALS'],"['KSE100', 'KMIALLSHR', 'ALLSHR', 'KSE100PR']"
PGLC,15.80,16.30,16.59,16.11,16.32,0.52,3.29%,"25,965",['LEASING COMPANIES'],"['KSE100', 'ALLSHR', 'KSE100PR']"
BERG,99.74,100.70,100.70,99.00,99.59,-0.15,-0.15%,"25,573",['CHEMICAL'],"['ALLSHR', 'KMIALLSHR']"
DWAENC,22.31,22.30,22.59,21.50,22.25,-0.06,-0.27%,"25,486",['AUTOMOBILE PARTS & ACCESSORIES'],['ALLSHR']
IGIHL,248.44,257.89,257.89,247.30,247.92,-0.52,-0.21%,"25,310",['INSURANCE'],['ALLSHR']
DLL,585.49,590.00,610.00,590.00,606.03,20.54,3.51%,"25,139",['INV. BANKS / INV. COS. / SECURITIES COS.'],['ALLSHR']
AHL,102.29,103.29,103.60,102.60,103.02,0.73,0.71%,"25,069",['INV. BANKS / INV. COS. / SECURITIES COS.'],['ALLSHR']
SEPL,158.27,159.00,161.00,158.00,159.20,0.93,0.59%,"24,798","['PAPER, BOARD & PACKAGING']",['ALLSHR']
LSEFSL,21.49,21.52,23.64,21.52,22.68,1.19,5.54%,"24,497",['INV. BANKS / INV. COS. / SECURITIES COS.'],['ALLSHR']
MFL,69.35,71.66,71.90,68.36,69.21,-0.14,-0.20%,"22,510",['FOOD & PERSONAL CARE PRODUCTS'],"['ALLSHR', 'KMIALLSHR']"
GATI,111.55,111.00,113.01,110.05,110.25,-1.30,-1.16%,"22,121",['SYNTHETIC & RAYON'],"['ALLSHR', 'KMIALLSHR']"
PTL,53.92,53.51,53.94,53.10,53.24,-0.68,-1.26%,"21,686",['AUTOMOBILE PARTS & ACCESSORIES'],"['ALLSHR', 'KMIALLSHR']"
SHNI,10.40,10.75,10.75,9.95,9.98,-0.42,-4.04%,"21,129",['INSURANCE'],['ALLSHR']
ZUMANC,49.57,50.00,52.00,48.60,50.10,0.53,1.07%,"20,857",['TEXTILE SPINNING'],['ALLSHR']
FEROZ,375.31,380.00,380.00,368.10,378.85,3.54,0.94%,"20,849",['PHARMACEUTICALS'],"['ALLSHR', 'KMIALLSHR']"
TSPL,13.75,13.99,14.00,13.05,13.31,-0.44,-3.20%,"19,621",['POWER GENERATION & DISTRIBUTION'],['ALLSHR']
OLPL,48.00,48.01,48.50,45.11,48.50,0.50,1.04%,"19,416",['INV. BANKS / INV. COS. / SECURITIES COS.'],['ALLSHR']
ADMM,50.00,51.80,51.80,50.00,50.00,0.00,0.00%,"19,359",['TEXTILE COMPOSITE'],['ALLSHR']
JGICL,78.29,78.30,78.90,72.00,78.50,0.21,0.27%,"19,132",['INSURANCE'],['ALLSHR']
BPL,33.14,33.49,33.49,32.25,32.48,-0.66,-1.99%,"19,018",['OIL & GAS MARKETING COMPANIES'],"['ALLSHR', 'KMIALLSHR']"
ARUJNC,13.14,13.01,13.81,12.55,12.73,-0.41,-3.12%,"18,770",['TEXTILE COMPOSITE'],['ALLSHR']
PAKL,52.62,53.95,53.99,50.03,50.49,-2.13,-4.05%,"18,634",['LEATHER & TANNERIES'],['ALLSHR']
GRYL,25.05,26.49,26.64,23.22,25.11,0.06,0.24%,"18,315",['LEASING COMPANIES'],['ALLSHR']
ABOT,"1,045.00","1,045.00","1,049.00","1,020.00","1,026.65",-18.35,-1.76%,"18,141",['PHARMACEUTICALS'],"['ALLSHR', 'MII30', 'KSE100', 'KSE100PR', 'KMIALLSHR']"
GSPMNC,6.05,5.80,6.30,5.80,5.82,-0.23,-3.80%,"17,886",['TEXTILE SPINNING'],['ALLSHR']
FECM,26.11,26.11,27.54,25.80,27.00,0.89,3.41%,"17,702",['MODARABAS'],"['ALLSHR', 'KMIALLSHR']"
SKRSNC,31.80,32.00,33.90,31.49,31.57,-0.23,-0.72%,"17,663",['SUGAR & ALLIED INDUSTRIES'],['ALLSHR']
MUREB,"1,051.07","1,050.00","1,055.00","1,050.00","1,050.01",-1.06,-0.10%,"17,303",['FOOD & PERSONAL CARE PRODUCTS'],"['KSE100', 'ALLSHR', 'KSE100PR']"
STYLERS,48.99,49.98,50.00,46.15,47.18,-1.81,-3.69%,"16,495",['TEXTILE COMPOSITE'],"['ALLSHR', 'KMIALLSHR']"
